panel,dataset,dataset_id,fold,setting,control,model,source_kind,result_layer,readout,posthoc_calibration,matrix_scope,matrix_path,metadata_path,test_gene_idx_path,truth_path,gene_names_path,shape,dtype,compact_prediction_sha256,compact_prediction_bytes,metadata_sha256,test_gene_idx_sha256,source_prediction_relpath,source_prediction_sha256,source_prediction_array_sha256,truth_sha256,reported_SPCC,reported_RMSE,reported_JSD,reported_SSIM,reported_coverage
A,Vis9A,Vis9A_D7_spaim_effective4470,3,Shuffled,shuffled,mlp_pca32_softplus_shuffled,formal_descriptor_only_control,figure3_a_descriptor_controls,identity,none,final_test_genes,mechanism_ablation_prediction_matrices/panel_a/Vis9A_D7_spaim_effective4470/shuffled/fold3/prediction.npz,mechanism_ablation_prediction_matrices/panel_a/Vis9A_D7_spaim_effective4470/shuffled/fold3/metadata.json,mechanism_ablation_prediction_matrices/panel_a/Vis9A_D7_spaim_effective4470/shuffled/fold3/test_gene_idx.npy,ground_truth_protocol_a/Vis9A_D7_spaim_effective4470/fold3/truth.npz,ground_truth/Vis9A_D7_spaim_effective4470/gene_names.txt,"[995,894]",float32,4fc98ea9f28824fc997d1db8349d2ac74487f2422c5f7d6ec9e6d4ef76f4759c,3242201,a8390e32a365401ddd5bc3e7840401100529403a07d3a200a36cb44548bb34b4,d55ef121d713cd02df05b594f535b51173615252a8f9a6e67d2b6cd966f3a48f,mechanism/figure3_a_descriptor_controls/fold3/shuffled/prediction.npz,df568a46769845f90fed60425d38e0d1c51f69323418ce6d1177a14763d58f84,b154a84f0ecb612d3754d4ac8b633b0c92e379bb0724f087d3974b888c0f3c2e,909ae020d5db5c19b8bb87ea85b035eabf3222463ca736ec0f1db699da5e87c8,0.1853076103891867,1.3028961092601246,0.4632691319761901,0.0331293216384355,1.0
A,Vis9A,Vis9A_D7_spaim_effective4470,4,Correct,correct,mlp_pca32_softplus_correct,matched_gene_conditioned_baseline,figure3_a_descriptor_controls,identity,none,final_test_genes,mechanism_ablation_prediction_matrices/panel_a/Vis9A_D7_spaim_effective4470/correct/fold4/prediction.npz,mechanism_ablation_prediction_matrices/panel_a/Vis9A_D7_spaim_effective4470/correct/fold4/metadata.json,mechanism_ablation_prediction_matrices/panel_a/Vis9A_D7_spaim_effective4470/correct/fold4/test_gene_idx.npy,ground_truth_protocol_a/Vis9A_D7_spaim_effective4470/fold4/truth.npz,ground_truth/Vis9A_D7_spaim_effective4470/gene_names.txt,"[995,894]",float32,1114ab16fef8ab27b813aeecd6043a25d29472d04de1fbb86b5a61098f6f913a,3271359,11e0d75c29bf68e5abb83551f43a8daeff113a6869b53003bfd900cfbd44e1f4,1c103fefb542a56adead736a68e00112100b512663b8d80695177b5aac4244a0,genespt/benchmark/Vis9A_D7_spaim_effective4470/fold4/protocol_a_genespt_prediction_matrices/gc_mlp_base/fold4/prediction.npz,e0d42a64d71d9e8a211a5c5dfdc52bdcf0e663887edd57a27613ab5d27d65e81,68a62507c7c3dd3f174b30052fcf6a936f07d134ac94af8f19f311bde31fbad9,d9dc6d56ebb13f700360ec0162c7605c8d1d7d29130152919c1ac41e706d0990,0.198713419254355,1.286446064096635,0.4595140536987369,0.0481640225223075,1.0
A,Vis9A,Vis9A_D7_spaim_effective4470,4,Permuted,permuted_labels,mlp_pca32_softplus_permuted_labels,formal_descriptor_only_control,figure3_a_descriptor_controls,identity,none,final_test_genes,mechanism_ablation_prediction_matrices/panel_a/Vis9A_D7_spaim_effective4470/permuted_labels/fold4/prediction.npz,mechanism_ablation_prediction_matrices/panel_a/Vis9A_D7_spaim_effective4470/permuted_labels/fold4/metadata.json,mechanism_ablation_prediction_matrices/panel_a/Vis9A_D7_spaim_effective4470/permuted_labels/fold4/test_gene_idx.npy,ground_truth_protocol_a/Vis9A_D7_spaim_effective4470/fold4/truth.npz,ground_truth/Vis9A_D7_spaim_effective4470/gene_names.txt,"[995,894]",float32,b1b9025b5b813f90ddfb61d4e92f7cec2f0ddf752da1251ac0e2ec84d59bd2f8,3142734,a42bd6ffab5f5fa938b5d2fd6f1dc519c3d0e434f6c64725bd431c5a9d25de3d,1c103fefb542a56adead736a68e00112100b512663b8d80695177b5aac4244a0,mechanism/figure3_a_descriptor_controls/fold4/permuted_labels/prediction.npz,c57cd2dc4e09a91c6e52b2cb7d2164d05bacf8c258ca4c1afee999c669506cb5,8df34638319e9c3b967d978d6a41a0e89df2e4e293a36529e255ad6f596bc320,d9dc6d56ebb13f700360ec0162c7605c8d1d7d29130152919c1ac41e706d0990,0.1914230984518102,1.297539468025188,0.4730560796312586,0.0271017886590102,1.0
A,Vis9A,Vis9A_D7_spaim_effective4470,4,Random,random,mlp_pca32_softplus_random,formal_descriptor_only_control,figure3_a_descriptor_controls,identity,none,final_test_genes,mechanism_ablation_prediction_matrices/panel_a/Vis9A_D7_spaim_effective4470/random/fold4/prediction.npz,mechanism_ablation_prediction_matrices/panel_a/Vis9A_D7_spaim_effective4470/random/fold4/metadata.json,mechanism_ablation_prediction_matrices/panel_a/Vis9A_D7_spaim_effective4470/random/fold4/test_gene_idx.npy,ground_truth_protocol_a/Vis9A_D7_spaim_effective4470/fold4/truth.npz,ground_truth/Vis9A_D7_spaim_effective4470/gene_names.txt,"[995,894]",float32,1d0662a1e848c9d3f45b1747eb5beac99e617bea9a83391379cd276dc6c0f517,3194395,4e80267256540b3a858e59fee0b98486e77053e2c99032a4e7f4aa80bb46fa4c,1c103fefb542a56adead736a68e00112100b512663b8d80695177b5aac4244a0,mechanism/figure3_a_descriptor_controls/fold4/random/prediction.npz,0d4ac4c446059a7291e7557da5b9df99867dfeca9e714b3bb60d2e654009f6a0,96bcd846150f89fe9d38055e22f1c17ccdc2a965b434a18f9c0d0b00eb8f63e9,d9dc6d56ebb13f700360ec0162c7605c8d1d7d29130152919c1ac41e706d0990,0.1903693878073575,1.2991261016610949,0.4696370631294281,0.0288868781014169,1.0
A,Vis9A,Vis9A_D7_spaim_effective4470,4,Shuffled,shuffled,mlp_pca32_softplus_shuffled,formal_descriptor_only_control,figure3_a_descriptor_controls,identity,none,final_test_genes,mechanism_ablation_prediction_matrices/panel_a/Vis9A_D7_spaim_effective4470/shuffled/fold4/prediction.npz,mechanism_ablation_prediction_matrices/panel_a/Vis9A_D7_spaim_effective4470/shuffled/fold4/metadata.json,mechanism_ablation_prediction_matrices/panel_a/Vis9A_D7_spaim_effective4470/shuffled/fold4/test_gene_idx.npy,ground_truth_protocol_a/Vis9A_D7_spaim_effective4470/fold4/truth.npz,ground_truth/Vis9A_D7_spaim_effective4470/gene_names.txt,"[995,894]",float32,f186b49bd08570aabcceabb2714b6b93c2a182144916f54883ab528d33747ece,3200769,fb701b362297e44463e9a5349452dd3df9157b559a39182431f5564597d6e5b5,1c103fefb542a56adead736a68e00112100b512663b8d80695177b5aac4244a0,mechanism/figure3_a_descriptor_controls/fold4/shuffled/prediction.npz,7237e461c8b7849afe6fe0c07fa504b845b9e3d32a8f9a220617579b870ed387,7ecf71b95f58cdf33e14d75ac944dcdcbe39cca2648d1a156bd8535fb3f7f660,d9dc6d56ebb13f700360ec0162c7605c8d1d7d29130152919c1ac41e706d0990,0.1912556885211646,1.2997548491653366,0.4704148168509753,0.0289978468653359,1.0
B,Cell2location,Cell2location_mouse_brain_ST8059048_shared12819,0,GeneSPT-GC,base,gc_mlp_base,matched_identity_readout_psp_pair,matched_identity_readout,identity,none,final_test_genes,mechanism_ablation_prediction_matrices/panel_b/Cell2location_mouse_brain_ST8059048_shared12819/base/fold0/prediction.npz,mechanism_ablation_prediction_matrices/panel_b/Cell2location_mouse_brain_ST8059048_shared12819/base/fold0/metadata.json,mechanism_ablation_prediction_matrices/panel_b/Cell2location_mouse_brain_ST8059048_shared12819/base/fold0/test_gene_idx.npy,ground_truth_protocol_a/Cell2location_mouse_brain_ST8059048_shared12819/fold0/truth.npz,ground_truth/Cell2location_mouse_brain_ST8059048_shared12819/gene_names.txt,"[2987,2564]",float32,d6e08b2cc4ab4351171295f3bc3eeb080039167620fa2cbca10e63e73d341772,27878690,ba36c2d70e9ba0b7b486f5b9f07f9517560a2e607177b224414fdb3f06e87c0b,42132cf916c0a08eee0ac52bb15ddbae937f039dad0d804ddf1b9dd549a97cd8,genespt/benchmark/Cell2location_mouse_brain_ST8059048_shared12819/fold0/protocol_a_genespt_prediction_matrices/gc_mlp_base/fold0/prediction.npz,1195c38faa99a160d3a2041e2926e9e9cf5ca5b2e96d055e6b640284f64ce0d4,ac25cecd3230ca310ab384d58bed53199b0af883f7ad06d9c754064c16a8812c,4d91c0702160edcb3e4040b60d3c5715e126c4d60deb3a6053eadc0678290ec6,0.16900073241537658,1.3219438777094252,0.3579540933008947,0.032451871668775736,1.0
B,Cell2location,Cell2location_mouse_brain_ST8059048_shared12819,0,GeneSPT,correct,predictable_spatial_program_selected_correct,matched_identity_readout_psp_pair,matched_identity_readout,identity,none,final_test_genes,mechanism_ablation_prediction_matrices/panel_b/Cell2location_mouse_brain_ST8059048_shared12819/correct/fold0/prediction.npz,mechanism_ablation_prediction_matrices/panel_b/Cell2location_mouse_brain_ST8059048_shared12819/correct/fold0/metadata.json,mechanism_ablation_prediction_matrices/panel_b/Cell2location_mouse_brain_ST8059048_shared12819/correct/fold0/test_gene_idx.npy,ground_truth_protocol_a/Cell2location_mouse_brain_ST8059048_shared12819/fold0/truth.npz,ground_truth/Cell2location_mouse_brain_ST8059048_shared12819/gene_names.txt,"[2987,2564]",float32,9ba02c78e01b9d759bc84b383190fd8e0612924029628950b0addcf39fb2ab91,27513039,244f1d76afa79c40614d4c65d9f6eb5ab3388d99757b08ecc95aec326673c1b2,42132cf916c0a08eee0ac52bb15ddbae937f039dad0d804ddf1b9dd549a97cd8,genespt/benchmark/Cell2location_mouse_brain_ST8059048_shared12819/fold0/protocol_a_genespt_prediction_matrices/predictable_spatial_program_selected_correct/fold0/prediction.npz,ed113b7e6881f0f03a7f5e928adf5f02c50763f2853524e9f2b5af45e218c132,b1fdbf3c35a48aba39d05912efab7c7811b0c6a4a79855ab99aeab23c3fe2fb7,4d91c0702160edcb3e4040b60d3c5715e126c4d60deb3a6053eadc0678290ec6,0.1838068630946114,1.3098787264818612,0.3564946130005937,0.0369370862322517,1.0
B,Cell2location,Cell2location_mouse_brain_ST8059048_shared12819,1,GeneSPT-GC,base,gc_mlp_base,matched_identity_readout_psp_pair,matched_identity_readout,identity,none,final_test_genes,mechanism_ablation_prediction_matrices/panel_b/Cell2location_mouse_brain_ST8059048_shared12819/base/fold1/prediction.npz,mechanism_ablation_prediction_matrices/panel_b/Cell2location_mouse_brain_ST8059048_shared12819/base/fold1/metadata.json,mechanism_ablation_prediction_matrices/panel_b/Cell2location_mouse_brain_ST8059048_shared12819/base/fold1/test_gene_idx.npy,ground_truth_protocol_a/Cell2location_mouse_brain_ST8059048_shared12819/fold1/truth.npz,ground_truth/Cell2location_mouse_brain_ST8059048_shared12819/gene_names.txt,"[2987,2564]",float32,eda6192be916b392b032040a86c0b83631c00b5dbb0fca143c18f493f6e2230c,27871475,1fb694ec70b86b45c71530379fa3ad2f5e79a748be12eb70a9bb313af3196e44,c93d5ceafd8a0113441c5b57ba7410060f22ab7eb635b1b4baf6890b8402eb81,genespt/benchmark/Cell2location_mouse_brain_ST8059048_shared12819/fold1/protocol_a_genespt_prediction_matrices/gc_mlp_base/fold1/prediction.npz,e9599c46c1d2886d907208664170d384a08a149d1f0f30f4411e477ea1060468,2d3c5adbc4db40aa887e41b46634039f00fa8574441f8a054e7fbcce78beecaf,a778e7a4a909cd4201e69e1563d4e38f5284ffccc61b892229f00bac7368996c,0.16944967815773174,1.3245978916667553,0.3514926774377406,0.029179227403875338,1.0
B,Cell2location,Cell2location_mouse_brain_ST8059048_shared12819,1,GeneSPT,correct,predictable_spatial_program_selected_correct,matched_identity_readout_psp_pair,matched_identity_readout,identity,none,final_test_genes,mechanism_ablation_prediction_matrices/panel_b/Cell2location_mouse_brain_ST8059048_shared12819/correct/fold1/prediction.npz,mechanism_ablation_prediction_matrices/panel_b/Cell2location_mouse_brain_ST8059048_shared12819/correct/fold1/metadata.json,mechanism_ablation_prediction_matrices/panel_b/Cell2location_mouse_brain_ST8059048_shared12819/correct/fold1/test_gene_idx.npy,ground_truth_protocol_a/Cell2location_mouse_brain_ST8059048_shared12819/fold1/truth.npz,ground_truth/Cell2location_mouse_brain_ST8059048_shared12819/gene_names.txt,"[2987,2564]",float32,8678dde38962ee4788e96a16545c72defe00002d231c47bb5554e6a9704da76b,27487251,89718f005c45740e363eded8a5cb53af3ea400faba2cfa2df796676921956485,c93d5ceafd8a0113441c5b57ba7410060f22ab7eb635b1b4baf6890b8402eb81,genespt/benchmark/Cell2location_mouse_brain_ST8059048_shared12819/fold1/protocol_a_genespt_prediction_matrices/predictable_spatial_program_selected_correct/fold1/prediction.npz,3b4f4997744155ad0d2bb7c5b0ebbd7e563a9db1a163fe800b7f2860909f5432,0cb164e65f328248833681ec8cbc018e6c1eba7d07bc110a345af0c3b98c8b6e,a778e7a4a909cd4201e69e1563d4e38f5284ffccc61b892229f00bac7368996c,0.1891249231168661,1.3069114138511064,0.3502067863907272,0.03622861549956806,1.0
B,Cell2location,Cell2location_mouse_brain_ST8059048_shared12819,2,GeneSPT-GC,base,gc_mlp_base,matched_identity_readout_psp_pair,matched_identity_readout,identity,none,final_test_genes,mechanism_ablation_prediction_matrices/panel_b/Cell2location_mouse_brain_ST8059048_shared12819/base/fold2/prediction.npz,mechanism_ablation_prediction_matrices/panel_b/Cell2location_mouse_brain_ST8059048_shared12819/base/fold2/metadata.json,mechanism_ablation_prediction_matrices/panel_b/Cell2location_mouse_brain_ST8059048_shared12819/base/fold2/test_gene_idx.npy,ground_truth_protocol_a/Cell2location_mouse_brain_ST8059048_shared12819/fold2/truth.npz,ground_truth/Cell2location_mouse_brain_ST8059048_shared12819/gene_names.txt,"[2987,2564]",float32,341ca83e9cc2ba8100ccfd237f29aebebe16581e710f4a0a6b0f4c9c859a68f5,27868175,c863da10c9739fc79b600cbbd62f08d03546f2a8975bff28c15462c9b92a6c08,388b0c2f32a30a09cd51e187b80065e4362646d4a53ba443db77cbf7f93849fe,genespt/benchmark/Cell2location_mouse_brain_ST8059048_shared12819/fold2/protocol_a_genespt_prediction_matrices/gc_mlp_base/fold2/prediction.npz,26e1bd1f398e1da5585f8357b97f5c5a01ce7776bd82e3a0a4f8b908675f9abb,0ecdacb658eb1b2b28ae947fd43ef0b0dd91b45d5f2a0746de52f34540ec9fcb,8dea958d951ee9a949929af4f2da82ca00c87783aa88589dbb065fc75b0f9167,0.17608148335162935,1.3148813617213881,0.3523402029521936,0.03626329605482538,1.0
B,Cell2location,Cell2location_mouse_brain_ST8059048_shared12819,2,GeneSPT,correct,predictable_spatial_program_selected_correct,matched_identity_readout_psp_pair,matched_identity_readout,identity,none,final_test_genes,mechanism_ablation_prediction_matrices/panel_b/Cell2location_mouse_brain_ST8059048_shared12819/correct/fold2/prediction.npz,mechanism_ablation_prediction_matrices/panel_b/Cell2location_mouse_brain_ST8059048_shared12819/correct/fold2/metadata.json,mechanism_ablation_prediction_matrices/panel_b/Cell2location_mouse_brain_ST8059048_shared12819/correct/fold2/test_gene_idx.npy,ground_truth_protocol_a/Cell2location_mouse_brain_ST8059048_shared12819/fold2/truth.npz,ground_truth/Cell2location_mouse_brain_ST8059048_shared12819/gene_names.txt,"[2987,2564]",float32,737ddeba95a09143238440d0eba199c9bb540a7c574a40f0f08b7022f50d0be1,27497877,5ba1730a8bbcf0c16c951a641994e74bd1a0708a40ce8ee7115ec2222bcc23f8,388b0c2f32a30a09cd51e187b80065e4362646d4a53ba443db77cbf7f93849fe,genespt/benchmark/Cell2location_mouse_brain_ST8059048_shared12819/fold2/protocol_a_genespt_prediction_matrices/predictable_spatial_program_selected_correct/fold2/prediction.npz,44c427f73be75e27bb818d69877bb779233cd0521d754822d43b9653b107aaf1,fc7dd8d34c31c9ecb879e90010c39668eefdc90a5bf5709622ce5e6e26296c1f,8dea958d951ee9a949929af4f2da82ca00c87783aa88589dbb065fc75b0f9167,0.18915722615731606,1.301528645524907,0.3505204950223683,0.0415423053829081,1.0
B,Cell2location,Cell2location_mouse_brain_ST8059048_shared12819,3,GeneSPT-GC,base,gc_mlp_base,matched_identity_readout_psp_pair,matched_identity_readout,identity,none,final_test_genes,mechanism_ablation_prediction_matrices/panel_b/Cell2location_mouse_brain_ST8059048_shared12819/base/fold3/prediction.npz,mechanism_ablation_prediction_matrices/panel_b/Cell2location_mouse_brain_ST8059048_shared12819/base/fold3/metadata.json,mechanism_ablation_prediction_matrices/panel_b/Cell2location_mouse_brain_ST8059048_shared12819/base/fold3/test_gene_idx.npy,ground_truth_protocol_a/Cell2location_mouse_brain_ST8059048_shared12819/fold3/truth.npz,ground_truth/Cell2location_mouse_brain_ST8059048_shared12819/gene_names.txt,"[2987,2564]",float32,66646b7a3ad6b832677ba24a3c726b638635d635a72d6948d8638b1cf428617f,27895189,929835f1714a5afaacb67cd1984e0d9763e14aa6686f1af1fe4337fa7655cd57,bf93b7e05806eb237fb160017302819f4014b724aa0cf5cc93b97e6126b7c19d,genespt/benchmark/Cell2location_mouse_brain_ST8059048_shared12819/fold3/protocol_a_genespt_prediction_matrices/gc_mlp_base/fold3/prediction.npz,7e05ba24c55bb0ad18d2da5e5666623cf50fc44223ed4057a503b5c5cc812d64,c5e4a2baf1622e919f0e29326b6c5b50704d5cecef0b0c9f9de7f6c0a8630549,9a217f0a2f364c1a7aef63d9c9367af04841e433ada18acd06bddf76897643a6,0.17445489287199256,1.3178261061499854,0.341029616695084,0.037958825103212114,1.0
B,Cell2location,Cell2location_mouse_brain_ST8059048_shared12819,3,GeneSPT,correct,predictable_spatial_program_selected_correct,matched_identity_readout_psp_pair,matched_identity_readout,identity,none,final_test_genes,mechanism_ablation_prediction_matrices/panel_b/Cell2location_mouse_brain_ST8059048_shared12819/correct/fold3/prediction.npz,mechanism_ablation_prediction_matrices/panel_b/Cell2location_mouse_brain_ST8059048_shared12819/correct/fold3/metadata.json,mechanism_ablation_prediction_matrices/panel_b/Cell2location_mouse_brain_ST8059048_shared12819/correct/fold3/test_gene_idx.npy,ground_truth_protocol_a/Cell2location_mouse_brain_ST8059048_shared12819/fold3/truth.npz,ground_truth/Cell2location_mouse_brain_ST8059048_shared12819/gene_names.txt,"[2987,2564]",float32,99ea226c6ae609ae4769c650477b1bc365561ced91552056a02372f2224e38de,27470899,2a648d4ffc888de92968eec9b3429006e9ec445b3d7e9779716c59eae73c5274,bf93b7e05806eb237fb160017302819f4014b724aa0cf5cc93b97e6126b7c19d,genespt/benchmark/Cell2location_mouse_brain_ST8059048_shared12819/fold3/protocol_a_genespt_prediction_matrices/predictable_spatial_program_selected_correct/fold3/prediction.npz,ec8c45ae1b4f31196d30a70bfadae6c6e7ac1c8bf40ba6f74a4a0a889e4bff66,c0ea7ff6dceb2b1788bc63e070b3adc013130ea719bc0218a860a6ead7a075d4,9a217f0a2f364c1a7aef63d9c9367af04841e433ada18acd06bddf76897643a6,0.1897752195382893,1.3054507902488486,0.3424923714769912,0.040488895951558496,1.0
B,Cell2location,Cell2location_mouse_brain_ST8059048_shared12819,4,GeneSPT-GC,base,gc_mlp_base,matched_identity_readout_psp_pair,matched_identity_readout,identity,none,final_test_genes,mechanism_ablation_prediction_matrices/panel_b/Cell2location_mouse_brain_ST8059048_shared12819/base/fold4/prediction.npz,mechanism_ablation_prediction_matrices/panel_b/Cell2location_mouse_brain_ST8059048_shared12819/base/fold4/metadata.json,mechanism_ablation_prediction_matrices/panel_b/Cell2location_mouse_brain_ST8059048_shared12819/base/fold4/test_gene_idx.npy,ground_truth_protocol_a/Cell2location_mouse_brain_ST8059048_shared12819/fold4/truth.npz,ground_truth/Cell2location_mouse_brain_ST8059048_shared12819/gene_names.txt,"[2987,2563]",float32,e62b9996673206b4cd4cdd8866349ffcb1023fb15444c92f31ea23dfed1da92d,28036556,3380115c1efaab49d36fcad105246d5e2ed017ba4f16f2f6e969a12a275cff40,9e94e2499f4429b3086b9be011fd8b5ba1762f33507e11202bd4d64e0ae69f73,genespt/benchmark/Cell2location_mouse_brain_ST8059048_shared12819/fold4/protocol_a_genespt_prediction_matrices/gc_mlp_base/fold4/prediction.npz,1caeea20e729563593e3f8041f0fda24a3130e2ac9acb767356e1fab1f7da4c0,1f994ddfdcc92ff2dbd511812e544b7996ec963dba828948d2b41583a5172adc,3cfcf4207677d291ecc9348950713bbefb8602d4708e2367f4c9cff1a7b66d57,0.17138222393792346,1.3197287678720702,0.353617898655149,0.03355528311159699,1.0
B,Cell2location,Cell2location_mouse_brain_ST8059048_shared12819,4,GeneSPT,correct,predictable_spatial_program_selected_correct,matched_identity_readout_psp_pair,matched_identity_readout,identity,none,final_test_genes,mechanism_ablation_prediction_matrices/panel_b/Cell2location_mouse_brain_ST8059048_shared12819/correct/fold4/prediction.npz,mechanism_ablation_prediction_matrices/panel_b/Cell2location_mouse_brain_ST8059048_shared12819/correct/fold4/metadata.json,mechanism_ablation_prediction_matrices/panel_b/Cell2location_mouse_brain_ST8059048_shared12819/correct/fold4/test_gene_idx.npy,ground_truth_protocol_a/Cell2location_mouse_brain_ST8059048_shared12819/fold4/truth.npz,ground_truth/Cell2location_mouse_brain_ST8059048_shared12819/gene_names.txt,"[2987,2563]",float32,2f9f8079fcf528bb0e1155076086faf11061694a1563b5cf74a2f92339ac94a5,27515313,563afa92fdd805e5e5cdf6a6e863f28c9c34bcefee2082652544f5e9dac05e65,9e94e2499f4429b3086b9be011fd8b5ba1762f33507e11202bd4d64e0ae69f73,genespt/benchmark/Cell2location_mouse_brain_ST8059048_shared12819/fold4/protocol_a_genespt_prediction_matrices/predictable_spatial_program_selected_correct/fold4/prediction.npz,92520dd6ed12a1621d48670e07a750d69f847d06b4c20d50cfdac9b521cf521a,83d847bf5ec2d965fb24279c4a73b776ec353ee65215246dc61b1c4f2ab1c7c0,3cfcf4207677d291ecc9348950713bbefb8602d4708e2367f4c9cff1a7b66d57,0.18517936105085342,1.3088933937720189,0.35335785750083276,0.037575441224030455,1.0
B,HBC,HBC_shared16112,0,GeneSPT-GC,base,gc_mlp_base,matched_identity_readout_psp_pair,matched_identity_readout,identity,none,final_test_genes,mechanism_ablation_prediction_matrices/panel_b/HBC_shared16112/base/fold0/prediction.npz,mechanism_ablation_prediction_matrices/panel_b/HBC_shared16112/base/fold0/metadata.json,mechanism_ablation_prediction_matrices/panel_b/HBC_shared16112/base/fold0/test_gene_idx.npy,ground_truth_protocol_a/HBC_shared16112/fold0/truth.npz,ground_truth/HBC_shared16112/gene_names.txt,"[4784,3223]",float32,7e6ebd0272b570c47d381bcf62c4c0a5e92937104f55ba1273c22ee92139e85d,56154113,357963e20febe3e2a51a31cfe0eba7a3cbc72c1cf7417e3e042dba8b8a645e71,a3f4969b2064f41c0446caa29c91b0a0bd97fba5a7bb664ac4176083afeb2f85,genespt/benchmark/HBC_shared16112/fold0/protocol_a_genespt_prediction_matrices/gc_mlp_base/fold0/prediction.npz,d833b1b3d90ceada402eafd030357822d31e31de349f7ebba3fa83b801814267,17bde3843dae8a5aa3f5663863ddc136bcb572fb729476e5db9a78e79c13a155,fefe08be24364ad8313f9213fa455e4629ecf3e3dd22df5e5c546c956cf89426,0.10503744008700588,1.3660199245329148,0.5291716498178812,0.011896660108562086,1.0
B,HBC,HBC_shared16112,0,GeneSPT,correct,predictable_spatial_program_selected_correct,matched_identity_readout_psp_pair,matched_identity_readout,identity,none,final_test_genes,mechanism_ablation_prediction_matrices/panel_b/HBC_shared16112/correct/fold0/prediction.npz,mechanism_ablation_prediction_matrices/panel_b/HBC_shared16112/correct/fold0/metadata.json,mechanism_ablation_prediction_matrices/panel_b/HBC_shared16112/correct/fold0/test_gene_idx.npy,ground_truth_protocol_a/HBC_shared16112/fold0/truth.npz,ground_truth/HBC_shared16112/gene_names.txt,"[4784,3223]",float32,2e991eedaf9ccffb683d3fb65eff028325531b9ded66733873e7a3ca7bea5171,55695626,57c68a2076b7f0d972f29d8fbc68bd74e7cf65c95a4fb88155a6d020a83c9ab0,a3f4969b2064f41c0446caa29c91b0a0bd97fba5a7bb664ac4176083afeb2f85,genespt/benchmark/HBC_shared16112/fold0/protocol_a_genespt_prediction_matrices/predictable_spatial_program_selected_correct/fold0/prediction.npz,a553e0083676da9ee52e8820c1eb987cfe12b6c181ebe3fd47e9b645243d9d98,b5658f73fbf686a67c36b881d7411f9c769061cfb3bf0c1a77f4c4f8b8cd9cb6,fefe08be24364ad8313f9213fa455e4629ecf3e3dd22df5e5c546c956cf89426,0.1102418456024384,1.362729245602783,0.528531692155845,0.013167164659505582,1.0
B,HBC,HBC_shared16112,1,GeneSPT-GC,base,gc_mlp_base,matched_identity_readout_psp_pair,matched_identity_readout,identity,none,final_test_genes,mechanism_ablation_prediction_matrices/panel_b/HBC_shared16112/base/fold1/prediction.npz,mechanism_ablation_prediction_matrices/panel_b/HBC_shared16112/base/fold1/metadata.json,mechanism_ablation_prediction_matrices/panel_b/HBC_shared16112/base/fold1/test_gene_idx.npy,ground_truth_protocol_a/HBC_shared16112/fold1/truth.npz,ground_truth/HBC_shared16112/gene_names.txt,"[4784,3223]",float32,a5a96f3583b4bc49c32d5dd66c02250cded4c23795605c22e838099d7e74b23c,56338238,95cbfdad4b2a7c777f57dfee4b22c21a183b03a7e1fc981c465fd9e37c841eb0,89d348c106fe410e5bd6f85aff16a978bd38b4406b96ed490b0f54c877a22d06,genespt/benchmark/HBC_shared16112/fold1/protocol_a_genespt_prediction_matrices/gc_mlp_base/fold1/prediction.npz,54712984c3618c69345980b18183b30d38306c6da603815b9de408c88a440c2c,9c7fb6fa4ebdb5abbf210b9a839b3eb2389e8ea187565b655d4a285b8b5535ae,5fe1b0f6789391d23d6877cacb114e8378e331264d1204d1be25eb004d741045,0.099173356679655,1.368944483383607,0.5459358709124544,0.01073177464191627,1.0
B,HBC,HBC_shared16112,1,GeneSPT,correct,predictable_spatial_program_selected_correct,matched_identity_readout_psp_pair,matched_identity_readout,identity,none,final_test_genes,mechanism_ablation_prediction_matrices/panel_b/HBC_shared16112/correct/fold1/prediction.npz,mechanism_ablation_prediction_matrices/panel_b/HBC_shared16112/correct/fold1/metadata.json,mechanism_ablation_prediction_matrices/panel_b/HBC_shared16112/correct/fold1/test_gene_idx.npy,ground_truth_protocol_a/HBC_shared16112/fold1/truth.npz,ground_truth/HBC_shared16112/gene_names.txt,"[4784,3223]",float32,d9337af68b62aeb2df25491509d4259e1453b48a9ba7355d00312e36cf8b8727,55786026,cb1c03f4c4ebaad0f0202ae73f905d008685493fc062852e4fac1497a7f65c38,89d348c106fe410e5bd6f85aff16a978bd38b4406b96ed490b0f54c877a22d06,genespt/benchmark/HBC_shared16112/fold1/protocol_a_genespt_prediction_matrices/predictable_spatial_program_selected_correct/fold1/prediction.npz,6dff3366abb10e5e3d1f39ef0f477b7650203c1cbb2ab3d2cab9dee82c41998a,de567d516132906eae05b7bb0b2476e48af79f8e834ec239678d350044b12e35,5fe1b0f6789391d23d6877cacb114e8378e331264d1204d1be25eb004d741045,0.105333302644159,1.3665490429598761,0.5438342797358766,0.011293638680738335,1.0
