dataset,dataset_id,role,fold,train_gene_count,validation_gene_count,test_gene_count,train_mask_path,train_mask_sha256,val_mask_path,val_mask_sha256,test_mask_path,test_mask_sha256,raw_counts_sha256,scrna_counts_sha256,locations_sha256,mode_a_split_sha256,full_truth_sha256,normalization_audit_sha256,normalization_policy,artifact_manifest_sha256
Cell2location,Cell2location_mouse_brain_ST8059048_shared12819,Primary,0,8204,2051,2564,frozen_splits/primary/Cell2location_mouse_brain_ST8059048_shared12819/gene_index_masks/fold0_train_gene_idx.npy,8be16e884c5f68f03a6fb475dc8299852e76f195ca05fb177189a01317f510ed,frozen_splits/primary/Cell2location_mouse_brain_ST8059048_shared12819/gene_index_masks/fold0_val_gene_idx.npy,33ac1c5e8b36e2610ec33736f195b6999892ed5d10145c5f34ac647d4f36fcb4,frozen_splits/primary/Cell2location_mouse_brain_ST8059048_shared12819/gene_index_masks/fold0_test_gene_idx.npy,42132cf916c0a08eee0ac52bb15ddbae937f039dad0d804ddf1b9dd549a97cd8,a2d4709640fced70150cc1107405d43a186104681177283733f04f307dcfd3aa,221a721548c9deb283b0082eccf2fb3ec6aaabf4d2e8fee68697f6b2d1aead92,eab3dc36af84c78869c35b90910ba3759c9683de18183609b3b6ad608eada493,634f1c3535e9438ad1879a2c38671f07b035ab3484cc3eb47eef171c4f296826,63b1aa26cf647e668aba91d1997d2d66abf75895ada293c16931ba780de7a946,e7d667f8d05ca799a59ad3efff7627f77d4af4039f9ef368654d917a53791a4e,inner_train_gene_library_size_applied_to_all_columns,40610728a34b79e0725be9e023a42c784de5b0179ce1c564670ddcce53790e2f
Cell2location,Cell2location_mouse_brain_ST8059048_shared12819,Primary,1,8204,2051,2564,frozen_splits/primary/Cell2location_mouse_brain_ST8059048_shared12819/gene_index_masks/fold1_train_gene_idx.npy,f6dca5be5a6b3cb7e9e4aa5929f525a7647889689a628bd343be7b52871e6541,frozen_splits/primary/Cell2location_mouse_brain_ST8059048_shared12819/gene_index_masks/fold1_val_gene_idx.npy,3be41559f2cc15da3c7c65c9638c12bd53309ca07291f9c628802d4009a9fb2e,frozen_splits/primary/Cell2location_mouse_brain_ST8059048_shared12819/gene_index_masks/fold1_test_gene_idx.npy,c93d5ceafd8a0113441c5b57ba7410060f22ab7eb635b1b4baf6890b8402eb81,a2d4709640fced70150cc1107405d43a186104681177283733f04f307dcfd3aa,221a721548c9deb283b0082eccf2fb3ec6aaabf4d2e8fee68697f6b2d1aead92,eab3dc36af84c78869c35b90910ba3759c9683de18183609b3b6ad608eada493,7c155eb566ab6911d1a8ffe009a31b702977af649098fe0669adde0a9bfdab52,211c764b8b31720d92752ecc1fe7242b0ca3c1d9d94c1b9d0ada9109b3e7a0b2,7bca4eb04b1341d931f400e59af2328d8263bab43cf6c0d8edc9ea61de677769,inner_train_gene_library_size_applied_to_all_columns,bfc817d5eb92ceaeb4244e4a213b0e29c561e134146664374cb4c7426944a0b0
Cell2location,Cell2location_mouse_brain_ST8059048_shared12819,Primary,2,8204,2051,2564,frozen_splits/primary/Cell2location_mouse_brain_ST8059048_shared12819/gene_index_masks/fold2_train_gene_idx.npy,3b1d1818321bb1aad27509a350d0d0f4236b98ab1907a6ae09ecca0423d2259b,frozen_splits/primary/Cell2location_mouse_brain_ST8059048_shared12819/gene_index_masks/fold2_val_gene_idx.npy,7721049aa7985f166194f9815e2072dcc66d56def574ce6922057026da582c1c,frozen_splits/primary/Cell2location_mouse_brain_ST8059048_shared12819/gene_index_masks/fold2_test_gene_idx.npy,388b0c2f32a30a09cd51e187b80065e4362646d4a53ba443db77cbf7f93849fe,a2d4709640fced70150cc1107405d43a186104681177283733f04f307dcfd3aa,221a721548c9deb283b0082eccf2fb3ec6aaabf4d2e8fee68697f6b2d1aead92,eab3dc36af84c78869c35b90910ba3759c9683de18183609b3b6ad608eada493,998403db62d39d97ed639ce13fcc7bc91fc4a316a538473324015f66a0bf8358,3b0e2662c1d22b0cfd15d5b39fae3efd41f78474f4665d4d32bd1eb944d96683,09aedd7973a86ad09492103c9b1e1be95a6a0603296a8dd7df596fdb4f015a01,inner_train_gene_library_size_applied_to_all_columns,afd167750ede69502aa1f985e9f48b372a8ca60cb0ea074b635f877f1481863e
Cell2location,Cell2location_mouse_brain_ST8059048_shared12819,Primary,3,8204,2051,2564,frozen_splits/primary/Cell2location_mouse_brain_ST8059048_shared12819/gene_index_masks/fold3_train_gene_idx.npy,64626541e38ccc7934d048bf78aca7d206cedec5c245492d4a4e9f90d279bd51,frozen_splits/primary/Cell2location_mouse_brain_ST8059048_shared12819/gene_index_masks/fold3_val_gene_idx.npy,087c62d320d0fc959472bab977f31c2ad218ecd12a29a42774d0da150fee820e,frozen_splits/primary/Cell2location_mouse_brain_ST8059048_shared12819/gene_index_masks/fold3_test_gene_idx.npy,bf93b7e05806eb237fb160017302819f4014b724aa0cf5cc93b97e6126b7c19d,a2d4709640fced70150cc1107405d43a186104681177283733f04f307dcfd3aa,221a721548c9deb283b0082eccf2fb3ec6aaabf4d2e8fee68697f6b2d1aead92,eab3dc36af84c78869c35b90910ba3759c9683de18183609b3b6ad608eada493,82cce129837de0e359330876653d2cc493ec12ffc5bbdc9bcdb91a1a7df93bf2,5a7e11b1bb3fe269e3476bed753e956cbb1371776615ef664b19cbe79909102d,71ee35ebafc13765c0ce804406d46fc3843470b87435a93aa041f063c230ecad,inner_train_gene_library_size_applied_to_all_columns,be20f06d7e7af64e9a5238a8ecd1aaed7160fa72c741d24bebe7187f2ac02865
Cell2location,Cell2location_mouse_brain_ST8059048_shared12819,Primary,4,8205,2051,2563,frozen_splits/primary/Cell2location_mouse_brain_ST8059048_shared12819/gene_index_masks/fold4_train_gene_idx.npy,cbfd99ddf09fc04cdd459900188deebf6aa01fb6772593727f2ff5fc584e637c,frozen_splits/primary/Cell2location_mouse_brain_ST8059048_shared12819/gene_index_masks/fold4_val_gene_idx.npy,c7b76f6a2f506710a748a0a3a82d9f5a0cda55969fbdb712f1aa6fc562c45645,frozen_splits/primary/Cell2location_mouse_brain_ST8059048_shared12819/gene_index_masks/fold4_test_gene_idx.npy,9e94e2499f4429b3086b9be011fd8b5ba1762f33507e11202bd4d64e0ae69f73,a2d4709640fced70150cc1107405d43a186104681177283733f04f307dcfd3aa,221a721548c9deb283b0082eccf2fb3ec6aaabf4d2e8fee68697f6b2d1aead92,eab3dc36af84c78869c35b90910ba3759c9683de18183609b3b6ad608eada493,1ae70423053df527fa97794ed9bce2eb2ac29cb6867d25f1cedbae04af211104,13b4ee0592c0154b09370a0198e16c6b4a15e8cb6dab02fcac4e08ac7cb5f261,c8c58aeefb803a6e36f813c64ae563445ed092ab2b2cbaaf7db08bfa6b70690c,inner_train_gene_library_size_applied_to_all_columns,5762f199ef5320034ea1f1d71fe528533a6b3523f2337ce2b3b9337482bc4139
seqFISH+,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,Cross-platform,0,6400,1600,2000,frozen_splits/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/gene_index_masks/fold0_train_gene_idx.npy,b2ad4978edd6130f418f6aa7403d688913ee07e7b0c34dcc87dbf893095dbbd2,frozen_splits/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/gene_index_masks/fold0_val_gene_idx.npy,1c4ab9ed33a900017d2f212b926eaca897818e638ba01c89afd5b9d6d5f90edd,frozen_splits/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/gene_index_masks/fold0_test_gene_idx.npy,84d41e5e87e846e03b5e2e539dd91adac3de8b4c71f35596b0ba46a4d6233315,6bd823b884e687daffdeab922e9b61213175d7893869336520e3e35494c5a906,5a94e6fa9186991093927781016e1cbc476033b4a08df75e664469ef970b723e,287cd2787ec9730440efefa905fe3e89edda77ed51bd23bc19b6afc71171ba37,cb045e3bc811a61c1b62a218462754cab3a7a40a337c830a826644653f25d33d,8e463ccd1607cf2a9cf1b6d0237ed1eeda2b7881a07a18970e9e8dfa960f8319,f83c68c956498eff27beaddfa02a9759692fe24397928ec5c400f457e725c38c,inner_train_gene_library_size_applied_to_all_columns,0ca001f0619f71f37a422e4fcef562a38b8cf8102ec6aa9c6cbb6e97b9cb9aac
seqFISH+,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,Cross-platform,1,6400,1600,2000,frozen_splits/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/gene_index_masks/fold1_train_gene_idx.npy,bed8846fbf23aa04d574197e8258194ed0eb406644630c34924faee44f0b605f,frozen_splits/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/gene_index_masks/fold1_val_gene_idx.npy,14d63b0fdd2e64cf0905a8bde296274845b02828ab97df80d4ec725397f0ade8,frozen_splits/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/gene_index_masks/fold1_test_gene_idx.npy,31685efb9bb10958637520cbf0ba3549ad94beadf820f8ae56f3349b6b738748,6bd823b884e687daffdeab922e9b61213175d7893869336520e3e35494c5a906,5a94e6fa9186991093927781016e1cbc476033b4a08df75e664469ef970b723e,287cd2787ec9730440efefa905fe3e89edda77ed51bd23bc19b6afc71171ba37,7d22895e4338e003adc3d32b4d67f0e3c3031a8b78c92f92135e8096220adc9d,016b1d352961d408a8e5e82b8de6bb936a2b987eb26fe12b550e7eedc565146d,2b6cf2e83e749382e737d2d5661bb96a598e1ea5775d56b1b7a29d24e1bfd40b,inner_train_gene_library_size_applied_to_all_columns,487a53b2bc7e2a9f59c795b94c716b2f4a520864e8492142914c0c36a3a3d007
seqFISH+,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,Cross-platform,2,6400,1600,2000,frozen_splits/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/gene_index_masks/fold2_train_gene_idx.npy,71a3bf24740bc5f8173b29e93f872852c6eb6d1d7d6079b5bba7dec1a2079098,frozen_splits/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/gene_index_masks/fold2_val_gene_idx.npy,a609886100807a2a2dbed4a3938508d1655098f0799da4bd9859172200360197,frozen_splits/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/gene_index_masks/fold2_test_gene_idx.npy,aec0b83154264b04a0cd02ff49d39f69cacfc2f9ddc6554cecae2396a2a86c0c,6bd823b884e687daffdeab922e9b61213175d7893869336520e3e35494c5a906,5a94e6fa9186991093927781016e1cbc476033b4a08df75e664469ef970b723e,287cd2787ec9730440efefa905fe3e89edda77ed51bd23bc19b6afc71171ba37,3d2b8ef714dc855bd7aa88c46586e2326a3d307375410bc8a559db924881a2e7,c5d7af88258c1d5703bf3affe232e5d49b3883329f51f997799e0777582af8ba,dec45525627da954b820331efd8e86e900ee9b7204ca23eb4249b834fd7d6893,inner_train_gene_library_size_applied_to_all_columns,79b0dc1d84c666ba2ab8d194d4bfe147287a6a2332199b9707b8c902f2e3cbbc
seqFISH+,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,Cross-platform,3,6400,1600,2000,frozen_splits/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/gene_index_masks/fold3_train_gene_idx.npy,ddfdd4a99b4697a909518a689eaee963c8784a5b9beea4ff82d637284e852380,frozen_splits/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/gene_index_masks/fold3_val_gene_idx.npy,9157e2d56b6c07bf6fc3a9d43e4d7b4f27115d00e8027fe14fc3405fb2b4a8e8,frozen_splits/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/gene_index_masks/fold3_test_gene_idx.npy,95890a2ef111a8f16462b80ad7ccae8385779de9381c33198b4cf49cc1d47b7b,6bd823b884e687daffdeab922e9b61213175d7893869336520e3e35494c5a906,5a94e6fa9186991093927781016e1cbc476033b4a08df75e664469ef970b723e,287cd2787ec9730440efefa905fe3e89edda77ed51bd23bc19b6afc71171ba37,46785ea263c7fc246ddf52d9566ded0d18b0566eda4b1eedc8f11e98a2550b1a,62182b47fae3eeb70824ae402f9e5067d7dadd3d4ab46456892362921444cfea,f7fe5f8ef49a6013074c7c63e87d1502249a0d9565b25555cee29fae3f0f0c65,inner_train_gene_library_size_applied_to_all_columns,8cdc18c97e0150efe7acf516885475e2c43e95baa418b53b7edbec7b9cd48512
seqFISH+,seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000,Cross-platform,4,6400,1600,2000,frozen_splits/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/gene_index_masks/fold4_train_gene_idx.npy,c305556e632796fb348e127005b5d77633dce2fa7d893724fa96982db3894cd1,frozen_splits/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/gene_index_masks/fold4_val_gene_idx.npy,7000830c73ebc687febc8ebb90fef0559cbfbb6457044da694aa50f33c464c04,frozen_splits/cross_platform/seqFISH_plus_cortex_svz_zeisel_sccortex_ref_shared10000/gene_index_masks/fold4_test_gene_idx.npy,8cfabe5f497843bf4ff26af39080dc531cc9d86f1c715fb78fe0d49287048b71,6bd823b884e687daffdeab922e9b61213175d7893869336520e3e35494c5a906,5a94e6fa9186991093927781016e1cbc476033b4a08df75e664469ef970b723e,287cd2787ec9730440efefa905fe3e89edda77ed51bd23bc19b6afc71171ba37,cc899aaa12110524d0a323bf75cb39702f2642e8c540cb6fed3b24954e99fdc1,3159c324c441d43291acee02c850b987a711e3019bf5c8826b10715049d0d10f,c27d0210ab74696ba2e42bc26ff6a47aa7b372b1c7af9c133d256e6edc4e1c7a,inner_train_gene_library_size_applied_to_all_columns,ac82bc503c25721c5f1a13516abd7bc3b1de088974e7601f658e0622f67ba1cf
MHPR,MHPR_current_panel,Cross-platform,0,98,25,31,frozen_splits/cross_platform/MHPR_current_panel/gene_index_masks/fold0_train_gene_idx.npy,036cf336ecd09358235b422277280bb5af2ef8c6b8150a3d2cbd256c3c8e3cd7,frozen_splits/cross_platform/MHPR_current_panel/gene_index_masks/fold0_val_gene_idx.npy,d1f5df6226611de08ef70f86e141417a7813b9cfa1aea08cd70599a1a6873af8,frozen_splits/cross_platform/MHPR_current_panel/gene_index_masks/fold0_test_gene_idx.npy,ed629707929131f4452d80ef755d61748a77eca26575ffab67975613a82acee2,beb9a5b856f78994cf87ea6e2bdf77cd279784cc51517fe0b2c2dcf15ca2eb5b,31b46a9374c8d57e1d0e17f4b3af7a4f7adffb69008c4766ca69b242cbab35fc,cfa373ae43d4de1089aad5c4dddfd41ddf0199ad4b1402c0c587d34733267d49,546e9fa5252b0e587380f8bd7ef0be534a7d33c08ffd64f132b4369dc1ede145,38cb732058e19ec34b293a958d5c74d98c5846b26ed72c630500d83d4481e03b,429f1ad001fdcadd731b7715763910ec752dba1c652fe86530d0f87aa687a112,inner_train_gene_library_size_applied_to_all_columns,4b469f501cabc8b1f5e8da3f8fb44da70f312ed5346d4345d39d70802c5966ec
